N.rep,data.type,N.col,expr,time
1,data.table,88,cdata::unpivot_to_blocks-4,76919600
1,data.table,88,utils::stack-4,13636400
1,data.table,88,tidyfast::dt_pivot_longer-4,23241360
1,data.table,88,tidyr::gather-0,15336280
1,data.table,88,tidyfast::dt_pivot_longer-0,754760
1,data.table,88,nc::capture_melt_single-0,16614040
1,data.table,88,nc::capture_melt_single-4,11483880
1,data.table,88,utils::stack-0,3062240
1,data.table,88,utils::stack-4,12812920
1,data.table,88,stats::reshape-0,83946720
1,data.table,88,data.table::melt-0,800120
1,data.table,88,cdata::unpivot_to_blocks-4,33624880
1,data.table,88,reshape2::melt-4,13231800
1,data.table,88,tidyr::gather-4,22774200
1,data.table,88,nc::capture_melt_single-0,11084520
1,data.table,88,data.table::melt-0,569920
1,data.table,88,tidyr::gather-4,15780000
1,data.table,88,reshape2::melt-0,3512680
1,data.table,88,tidyr::gather-0,7021200
1,data.table,88,reshape2::melt-4,12295600
1,data.table,88,cdata::unpivot_to_blocks-4,34880360
1,data.table,88,tidyfast::dt_pivot_longer-0,734880
1,data.table,88,reshape2::melt-0,3549040
1,data.table,88,cdata::unpivot_to_blocks-0,33840000
1,data.table,88,tidyr::gather-4,15835760
1,data.table,88,nc::capture_melt_single-0,11048000
1,data.table,88,nc::capture_melt_single-4,11592920
1,data.table,88,reshape2::melt-4,12687560
1,data.table,88,stats::reshape-4,75606080
1,data.table,88,stats::reshape-4,86045520
1,data.table,88,stats::reshape-4,77304720
1,data.table,88,utils::stack-0,3084120
1,data.table,88,stats::reshape-0,78424520
1,data.table,88,tidyfast::dt_pivot_longer-0,659000
1,data.table,88,tidyfast::dt_pivot_longer-0,546440
1,data.table,88,tidyr::gather-0,7072560
1,data.table,88,tidyfast::dt_pivot_longer-4,9667840
1,data.table,88,nc::capture_melt_single-0,10967720
1,data.table,88,reshape2::melt-4,12368560
1,data.table,88,tidyr::pivot_longer-0,23202200
1,data.table,88,cdata::unpivot_to_blocks-0,25758440
1,data.table,88,tidyfast::dt_pivot_longer-4,9467720
1,data.table,88,reshape2::melt-0,3515480
1,data.table,88,data.table::melt-4,9253240
1,data.table,88,utils::stack-0,3220040
1,data.table,88,nc::capture_melt_single-4,11467080
1,data.table,88,tidyr::pivot_longer-0,10063280
1,data.table,88,data.table::melt-0,592560
1,data.table,88,cdata::unpivot_to_blocks-0,27851120
1,data.table,88,cdata::unpivot_to_blocks-0,36593960
1,data.table,88,stats::reshape-0,67891920
1,data.table,88,utils::stack-4,13112200
1,data.table,88,utils::stack-4,12973960
1,data.table,88,tidyr::pivot_longer-0,10332920
1,data.table,88,data.table::melt-4,9191200
1,data.table,88,tidyr::gather-4,16329160
1,data.table,88,reshape2::melt-4,12722000
1,data.table,88,data.table::melt-0,667320
1,data.table,88,reshape2::melt-4,12424520
1,data.table,88,tidyr::pivot_longer-4,12676320
1,data.table,88,stats::reshape-0,78269720
1,data.table,88,tidyr::gather-0,7076200
1,data.table,88,cdata::unpivot_to_blocks-0,25690680
1,data.table,88,utils::stack-4,12759960
1,data.table,88,reshape2::melt-0,3508800
1,data.table,88,tidyr::pivot_longer-0,10314240
1,data.table,88,tidyr::pivot_longer-0,10144280
1,data.table,88,utils::stack-0,3178280
1,data.table,88,stats::reshape-4,87484960
1,data.table,88,tidyr::pivot_longer-0,10302680
1,data.table,88,tidyfast::dt_pivot_longer-4,9059040
1,data.table,88,utils::stack-0,3168560
1,data.table,88,stats::reshape-0,70635440
1,data.table,88,cdata::unpivot_to_blocks-4,42984720
1,data.table,88,data.table::melt-4,9240080
1,data.table,88,tidyr::pivot_longer-0,10176520
1,data.table,88,stats::reshape-0,68651160
1,data.table,88,tidyr::pivot_longer-0,10263160
1,data.table,88,cdata::unpivot_to_blocks-4,34671240
1,data.table,88,cdata::unpivot_to_blocks-4,43345080
1,data.table,88,tidyr::gather-4,15664560
1,data.table,88,nc::capture_melt_single-4,11619560
1,data.table,88,nc::capture_melt_single-4,11565240
1,data.table,88,tidyr::gather-0,7117640
1,data.table,88,cdata::unpivot_to_blocks-0,25751600
1,data.table,88,reshape2::melt-0,3572880
1,data.table,88,data.table::melt-0,700960
1,data.table,88,utils::stack-0,3361880
1,data.table,88,utils::stack-4,12302200
1,data.table,88,cdata::unpivot_to_blocks-4,34324560
1,data.table,88,tidyfast::dt_pivot_longer-4,9478560
1,data.table,88,tidyr::pivot_longer-4,11080120
1,data.table,88,nc::capture_melt_single-0,40271520
1,data.table,88,reshape2::melt-0,3800360
1,data.table,88,data.table::melt-0,630680
1,data.table,88,stats::reshape-4,78656080
1,data.table,88,cdata::unpivot_to_blocks-4,34677840
1,data.table,88,reshape2::melt-0,3568080
1,data.table,88,cdata::unpivot_to_blocks-4,34520840
1,data.table,88,tidyr::pivot_longer-0,10682960
1,data.table,88,utils::stack-0,12840360
1,data.table,88,tidyr::pivot_longer-4,12405520
1,data.table,88,nc::capture_melt_single-4,11781840
1,data.table,88,data.table::melt-4,9041880
1,data.table,88,data.table::melt-0,510640
1,data.table,88,data.table::melt-0,524960
1,data.table,88,tidyr::pivot_longer-4,10888840
1,data.table,88,cdata::unpivot_to_blocks-0,25204480
1,data.table,88,tidyr::pivot_longer-4,11013280
1,data.table,88,tidyr::gather-4,15863760
1,data.table,88,utils::stack-4,12599560
1,data.table,88,data.table::melt-4,9277800
1,data.table,88,utils::stack-0,3264680
1,data.table,88,nc::capture_melt_single-0,10929520
1,data.table,88,utils::stack-0,3146680
1,data.table,88,reshape2::melt-4,12394920
1,data.table,88,nc::capture_melt_single-4,11877680
1,data.table,88,data.table::melt-0,573280
1,data.table,88,cdata::unpivot_to_blocks-0,25614240
1,data.table,88,tidyfast::dt_pivot_longer-0,728880
1,data.table,88,reshape2::melt-4,21717800
1,data.table,88,stats::reshape-4,76433560
1,data.table,88,stats::reshape-4,77587280
1,data.table,88,tidyr::gather-4,25643240
1,data.table,88,tidyfast::dt_pivot_longer-0,1402080
1,data.table,88,cdata::unpivot_to_blocks-0,26859920
1,data.table,88,data.table::melt-4,9142360
1,data.table,88,tidyfast::dt_pivot_longer-4,8960240
1,data.table,88,reshape2::melt-0,3532480
1,data.table,88,nc::capture_melt_single-4,11722640
1,data.table,88,tidyfast::dt_pivot_longer-4,8977280
1,data.table,88,tidyr::pivot_longer-4,10920040
1,data.table,88,stats::reshape-0,68187600
1,data.table,88,stats::reshape-0,78984520
1,data.table,88,nc::capture_melt_single-0,11152600
1,data.table,88,tidyr::gather-0,7143120
1,data.table,88,reshape2::melt-4,12115960
1,data.table,88,cdata::unpivot_to_blocks-0,24979200
1,data.table,88,utils::stack-4,12389480
1,data.table,88,nc::capture_melt_single-0,11390640
1,data.table,88,tidyfast::dt_pivot_longer-0,727440
1,data.table,88,tidyfast::dt_pivot_longer-4,9646800
1,data.table,88,stats::reshape-4,86647680
1,data.table,88,tidyr::gather-0,7491000
1,data.table,88,nc::capture_melt_single-0,11463320
1,data.table,88,utils::stack-0,3174680
1,data.table,88,stats::reshape-4,76304840
1,data.table,88,tidyr::gather-0,7643000
1,data.table,88,tidyr::pivot_longer-0,11024760
1,data.table,88,tidyfast::dt_pivot_longer-4,9559720
1,data.table,88,tidyfast::dt_pivot_longer-0,12890200
1,data.table,88,tidyr::gather-4,16411480
1,data.table,88,data.table::melt-4,9097280
1,data.table,88,tidyr::gather-4,15785880
1,data.table,88,data.table::melt-4,9130840
1,data.table,88,nc::capture_melt_single-4,11726280
1,data.table,88,tidyr::pivot_longer-4,11907200
1,data.table,88,tidyr::pivot_longer-4,11035560
1,data.table,88,nc::capture_melt_single-4,11712400
1,data.table,88,data.table::melt-4,9152360
1,data.table,88,data.table::melt-4,9209360
1,data.table,88,reshape2::melt-0,3502000
1,data.table,88,cdata::unpivot_to_blocks-4,34480960
1,data.table,88,utils::stack-4,12412600
1,data.table,88,stats::reshape-0,78503640
1,data.table,88,tidyfast::dt_pivot_longer-0,743000
1,data.table,88,tidyr::gather-0,7063040
1,data.table,88,tidyfast::dt_pivot_longer-0,854160
1,data.table,88,tidyr::gather-0,7180720
1,data.table,88,utils::stack-4,12908840
1,data.table,88,stats::reshape-0,69779320
1,data.table,88,data.table::melt-0,634960
1,data.table,88,nc::capture_melt_single-0,11414800
1,data.table,88,tidyfast::dt_pivot_longer-4,9122200
1,data.table,88,reshape2::melt-0,3882080
1,data.table,88,tidyr::pivot_longer-4,12087120
1,data.table,88,tidyr::gather-4,26078320
1,data.table,88,reshape2::melt-4,12264920
1,data.table,88,stats::reshape-4,78420200
1,data.table,88,tidyr::pivot_longer-4,11061000
3,data.table,172,tidyr::pivot_longer-4,12655600
3,data.table,172,stats::reshape-0,135323760
3,data.table,172,nc::capture_melt_single-4,17918640
3,data.table,172,nc::capture_melt_single-4,17784360
3,data.table,172,tidyr::gather-0,11468560
3,data.table,172,tidyr::gather-4,28694720
3,data.table,172,utils::stack-4,23332120
3,data.table,172,tidyr::gather-0,11531480
3,data.table,172,nc::capture_melt_single-4,28529560
3,data.table,172,reshape2::melt-4,23672200
3,data.table,172,stats::reshape-4,151093600
3,data.table,172,reshape2::melt-0,6990720
3,data.table,172,nc::capture_melt_single-0,17921200
3,data.table,172,tidyfast::dt_pivot_longer-4,17732400
3,data.table,172,cdata::unpivot_to_blocks-4,49846160
3,data.table,172,tidyr::pivot_longer-4,12961240
3,data.table,172,data.table::melt-0,818400
3,data.table,172,tidyr::pivot_longer-0,12675640
3,data.table,172,data.table::melt-4,18161760
3,data.table,172,nc::capture_melt_single-0,31227280
3,data.table,172,reshape2::melt-0,6695400
3,data.table,172,nc::capture_melt_single-4,17740120
3,data.table,172,tidyr::pivot_longer-4,12638400
3,data.table,172,utils::stack-0,4678880
3,data.table,172,tidyr::gather-0,11033080
3,data.table,172,data.table::melt-0,847080
3,data.table,172,stats::reshape-0,137701360
3,data.table,172,data.table::melt-0,813840
3,data.table,172,data.table::melt-0,695600
3,data.table,172,utils::stack-4,23534240
3,data.table,172,tidyfast::dt_pivot_longer-4,18435560
3,data.table,172,stats::reshape-4,167379560
3,data.table,172,tidyr::pivot_longer-0,12384760
3,data.table,172,utils::stack-0,5068320
3,data.table,172,tidyfast::dt_pivot_longer-4,18125080
3,data.table,172,stats::reshape-0,153166240
3,data.table,172,utils::stack-0,4599560
3,data.table,172,stats::reshape-0,136941000
3,data.table,172,stats::reshape-0,148293320
3,data.table,172,tidyfast::dt_pivot_longer-0,929880
3,data.table,172,utils::stack-0,4665720
3,data.table,172,tidyr::pivot_longer-4,12537200
3,data.table,172,tidyr::pivot_longer-0,11326800
3,data.table,172,nc::capture_melt_single-4,17991000
3,data.table,172,data.table::melt-4,17987280
3,data.table,172,utils::stack-4,22604160
3,data.table,172,tidyr::gather-0,10975600
3,data.table,172,tidyfast::dt_pivot_longer-4,20719240
3,data.table,172,nc::capture_melt_single-0,17424600
3,data.table,172,cdata::unpivot_to_blocks-4,50372480
3,data.table,172,tidyfast::dt_pivot_longer-0,977840
3,data.table,172,reshape2::melt-4,23928640
3,data.table,172,tidyfast::dt_pivot_longer-0,955720
3,data.table,172,data.table::melt-4,18761480
3,data.table,172,cdata::unpivot_to_blocks-4,50131720
3,data.table,172,nc::capture_melt_single-4,17643440
3,data.table,172,cdata::unpivot_to_blocks-4,59700040
3,data.table,172,tidyr::gather-4,27856480
3,data.table,172,tidyfast::dt_pivot_longer-0,924280
3,data.table,172,cdata::unpivot_to_blocks-4,48091720
3,data.table,172,cdata::unpivot_to_blocks-4,49106200
3,data.table,172,nc::capture_melt_single-0,16907880
3,data.table,172,stats::reshape-0,150039560
3,data.table,172,data.table::melt-4,17311360
3,data.table,172,tidyfast::dt_pivot_longer-0,890720
3,data.table,172,tidyfast::dt_pivot_longer-4,17206200
3,data.table,172,cdata::unpivot_to_blocks-0,31099280
3,data.table,172,reshape2::melt-4,23956240
3,data.table,172,tidyr::pivot_longer-4,12755440
3,data.table,172,reshape2::melt-4,23762320
3,data.table,172,reshape2::melt-0,6714720
3,data.table,172,cdata::unpivot_to_blocks-0,31422320
3,data.table,172,tidyr::pivot_longer-0,11763720
3,data.table,172,utils::stack-4,23105160
3,data.table,172,stats::reshape-0,152121920
3,data.table,172,nc::capture_melt_single-4,17488400
3,data.table,172,tidyr::pivot_longer-0,11586080
3,data.table,172,stats::reshape-0,144400600
3,data.table,172,data.table::melt-4,18889720
3,data.table,172,utils::stack-4,22229800
3,data.table,172,data.table::melt-4,17792800
3,data.table,172,tidyr::gather-4,39506200
3,data.table,172,utils::stack-4,22251040
3,data.table,172,stats::reshape-4,152442080
3,data.table,172,tidyr::pivot_longer-0,12347160
3,data.table,172,data.table::melt-0,818680
3,data.table,172,data.table::melt-0,740200
3,data.table,172,reshape2::melt-0,6938080
3,data.table,172,reshape2::melt-4,24279440
3,data.table,172,utils::stack-4,22258600
3,data.table,172,nc::capture_melt_single-0,17412320
3,data.table,172,tidyr::pivot_longer-0,12282680
3,data.table,172,utils::stack-4,23000600
3,data.table,172,reshape2::melt-4,24379720
3,data.table,172,tidyr::pivot_longer-4,23580440
3,data.table,172,reshape2::melt-4,23851600
3,data.table,172,cdata::unpivot_to_blocks-0,31947240
3,data.table,172,tidyr::gather-0,10938480
3,data.table,172,cdata::unpivot_to_blocks-0,31154600
3,data.table,172,tidyr::gather-4,27540720
3,data.table,172,utils::stack-0,5092120
3,data.table,172,utils::stack-0,4806880
3,data.table,172,tidyr::gather-0,11272480
3,data.table,172,cdata::unpivot_to_blocks-4,49844880
3,data.table,172,nc::capture_melt_single-4,17633640
3,data.table,172,tidyfast::dt_pivot_longer-4,17793040
3,data.table,172,tidyfast::dt_pivot_longer-0,1058960
3,data.table,172,utils::stack-0,5053360
3,data.table,172,cdata::unpivot_to_blocks-0,31961880
3,data.table,172,tidyfast::dt_pivot_longer-0,1002600
3,data.table,172,data.table::melt-0,710640
3,data.table,172,data.table::melt-0,663240
3,data.table,172,tidyr::pivot_longer-4,22996040
3,data.table,172,utils::stack-0,4847440
3,data.table,172,nc::capture_melt_single-0,16943960
3,data.table,172,reshape2::melt-0,6745160
3,data.table,172,tidyr::gather-0,11285600
3,data.table,172,data.table::melt-0,907680
3,data.table,172,tidyr::gather-0,11021200
3,data.table,172,cdata::unpivot_to_blocks-4,47797920
3,data.table,172,cdata::unpivot_to_blocks-4,48102080
3,data.table,172,cdata::unpivot_to_blocks-0,32263280
3,data.table,172,tidyr::pivot_longer-4,12686120
3,data.table,172,nc::capture_melt_single-0,17275120
3,data.table,172,tidyfast::dt_pivot_longer-4,18146000
3,data.table,172,stats::reshape-4,184589680
3,data.table,172,data.table::melt-4,17481640
3,data.table,172,data.table::melt-4,17643040
3,data.table,172,tidyr::gather-4,28038560
3,data.table,172,nc::capture_melt_single-4,17574680
3,data.table,172,stats::reshape-4,172916880
3,data.table,172,tidyr::pivot_longer-0,11537440
3,data.table,172,stats::reshape-4,152357960
3,data.table,172,cdata::unpivot_to_blocks-0,32641240
3,data.table,172,stats::reshape-4,164459360
3,data.table,172,reshape2::melt-0,6762080
3,data.table,172,stats::reshape-4,167737120
3,data.table,172,utils::stack-4,21885560
3,data.table,172,tidyr::pivot_longer-0,11436080
3,data.table,172,cdata::unpivot_to_blocks-0,32387840
3,data.table,172,tidyfast::dt_pivot_longer-0,957240
3,data.table,172,tidyr::gather-4,30285960
3,data.table,172,data.table::melt-4,17547320
3,data.table,172,stats::reshape-0,136904000
3,data.table,172,cdata::unpivot_to_blocks-4,60586560
3,data.table,172,utils::stack-0,4953600
3,data.table,172,tidyfast::dt_pivot_longer-4,17420680
3,data.table,172,nc::capture_melt_single-0,17795320
3,data.table,172,tidyr::gather-0,10923240
3,data.table,172,tidyr::pivot_longer-4,12826720
3,data.table,172,utils::stack-0,4903760
3,data.table,172,reshape2::melt-0,6753360
3,data.table,172,nc::capture_melt_single-4,17416000
3,data.table,172,cdata::unpivot_to_blocks-0,31412000
3,data.table,172,reshape2::melt-4,24879960
3,data.table,172,tidyr::gather-4,28651600
3,data.table,172,cdata::unpivot_to_blocks-0,31898560
3,data.table,172,reshape2::melt-0,6963240
3,data.table,172,tidyr::pivot_longer-4,13139760
3,data.table,172,reshape2::melt-4,24845920
3,data.table,172,stats::reshape-4,163531480
3,data.table,172,tidyr::gather-4,28161720
3,data.table,172,stats::reshape-0,149345800
3,data.table,172,reshape2::melt-4,23571720
3,data.table,172,tidyr::pivot_longer-0,12297160
3,data.table,172,data.table::melt-4,17639360
3,data.table,172,nc::capture_melt_single-0,17337720
3,data.table,172,nc::capture_melt_single-0,17039280
3,data.table,172,data.table::melt-0,776120
3,data.table,172,tidyfast::dt_pivot_longer-4,17148200
3,data.table,172,reshape2::melt-0,6746720
3,data.table,172,tidyfast::dt_pivot_longer-0,956120
3,data.table,172,tidyr::gather-4,28499720
3,data.table,172,tidyr::gather-4,28261360
3,data.table,172,tidyr::gather-0,11254640
3,data.table,172,stats::reshape-4,169760600
3,data.table,172,reshape2::melt-0,6906360
3,data.table,172,utils::stack-4,22922360
3,data.table,172,tidyfast::dt_pivot_longer-0,888200
3,data.table,172,tidyfast::dt_pivot_longer-4,16912560
10,data.table,466,tidyr::gather-4,70032440
10,data.table,466,utils::stack-0,10243560
10,data.table,466,tidyr::pivot_longer-4,17412800
10,data.table,466,tidyfast::dt_pivot_longer-4,47350880
10,data.table,466,utils::stack-0,10008840
10,data.table,466,tidyr::pivot_longer-4,17754040
10,data.table,466,nc::capture_melt_single-0,37073000
10,data.table,466,tidyr::pivot_longer-0,15309040
10,data.table,466,reshape2::melt-4,63620480
10,data.table,466,utils::stack-0,10138040
10,data.table,466,data.table::melt-0,1266200
10,data.table,466,tidyr::gather-0,23782880
10,data.table,466,utils::stack-0,10493480
10,data.table,466,tidyfast::dt_pivot_longer-4,48734320
10,data.table,466,data.table::melt-0,1419800
10,data.table,466,nc::capture_melt_single-4,46523040
10,data.table,466,tidyr::gather-4,69746320
10,data.table,466,data.table::melt-0,1351680
10,data.table,466,data.table::melt-4,46271360
10,data.table,466,nc::capture_melt_single-4,36963880
10,data.table,466,stats::reshape-4,425384040
10,data.table,466,data.table::melt-4,45866120
10,data.table,466,utils::stack-4,68247480
10,data.table,466,tidyr::gather-4,69134000
10,data.table,466,data.table::melt-4,46151720
10,data.table,466,nc::capture_melt_single-4,36829920
10,data.table,466,cdata::unpivot_to_blocks-4,99673920
10,data.table,466,tidyr::gather-0,24260120
10,data.table,466,utils::stack-4,55973920
10,data.table,466,utils::stack-0,9999720
10,data.table,466,nc::capture_melt_single-0,37840480
10,data.table,466,nc::capture_melt_single-4,47912360
10,data.table,466,utils::stack-0,9940120
10,data.table,466,stats::reshape-0,380506000
10,data.table,466,tidyr::gather-4,70222440
10,data.table,466,reshape2::melt-4,75330240
10,data.table,466,cdata::unpivot_to_blocks-4,100156240
10,data.table,466,cdata::unpivot_to_blocks-4,100675160
10,data.table,466,cdata::unpivot_to_blocks-4,100411160
10,data.table,466,utils::stack-0,10339080
10,data.table,466,tidyr::pivot_longer-4,17390160
10,data.table,466,utils::stack-4,56556600
10,data.table,466,tidyr::pivot_longer-0,16425760
10,data.table,466,cdata::unpivot_to_blocks-4,110745320
10,data.table,466,utils::stack-4,57001600
10,data.table,466,stats::reshape-0,383176120
10,data.table,466,stats::reshape-0,401661200
10,data.table,466,stats::reshape-4,446331440
10,data.table,466,tidyr::gather-0,24418600
10,data.table,466,stats::reshape-4,455298720
10,data.table,466,reshape2::melt-4,77456800
10,data.table,466,data.table::melt-0,1316720
10,data.table,466,reshape2::melt-0,18054560
10,data.table,466,data.table::melt-4,46765960
10,data.table,466,tidyr::pivot_longer-0,15870280
10,data.table,466,cdata::unpivot_to_blocks-0,54584400
10,data.table,466,nc::capture_melt_single-0,37288400
10,data.table,466,nc::capture_melt_single-4,37303920
10,data.table,466,cdata::unpivot_to_blocks-0,70199240
10,data.table,466,cdata::unpivot_to_blocks-0,54125480
10,data.table,466,tidyfast::dt_pivot_longer-4,47010400
10,data.table,466,tidyfast::dt_pivot_longer-0,1662960
10,data.table,466,reshape2::melt-0,17795480
10,data.table,466,data.table::melt-0,1381600
10,data.table,466,tidyfast::dt_pivot_longer-0,1484400
10,data.table,466,tidyr::pivot_longer-4,17356320
10,data.table,466,tidyr::gather-4,69584600
10,data.table,466,cdata::unpivot_to_blocks-0,56819640
10,data.table,466,cdata::unpivot_to_blocks-4,115079680
10,data.table,466,cdata::unpivot_to_blocks-0,54577520
10,data.table,466,nc::capture_melt_single-4,37404520
10,data.table,466,utils::stack-4,57011120
10,data.table,466,reshape2::melt-0,17945720
10,data.table,466,tidyfast::dt_pivot_longer-4,45900400
10,data.table,466,tidyfast::dt_pivot_longer-0,1625600
10,data.table,466,stats::reshape-0,399131520
10,data.table,466,stats::reshape-0,388307520
10,data.table,466,tidyr::gather-0,24689280
10,data.table,466,stats::reshape-4,449774440
10,data.table,466,data.table::melt-4,46770840
10,data.table,466,cdata::unpivot_to_blocks-4,101435960
10,data.table,466,stats::reshape-4,455638280
10,data.table,466,cdata::unpivot_to_blocks-0,55330680
10,data.table,466,tidyfast::dt_pivot_longer-0,1803120
10,data.table,466,data.table::melt-4,46736240
10,data.table,466,tidyr::gather-4,70991200
10,data.table,466,tidyr::gather-0,37865880
10,data.table,466,reshape2::melt-0,18139120
10,data.table,466,stats::reshape-4,444365200
10,data.table,466,utils::stack-4,57702080
10,data.table,466,tidyfast::dt_pivot_longer-0,1815080
10,data.table,466,nc::capture_melt_single-4,192679280
10,data.table,466,tidyr::gather-0,24345880
10,data.table,466,tidyfast::dt_pivot_longer-4,47607360
10,data.table,466,cdata::unpivot_to_blocks-0,54585440
10,data.table,466,cdata::unpivot_to_blocks-4,98950480
10,data.table,466,tidyr::pivot_longer-0,16247360
10,data.table,466,reshape2::melt-4,65066760
10,data.table,466,tidyfast::dt_pivot_longer-4,46800920
10,data.table,466,tidyr::pivot_longer-4,18027080
10,data.table,466,tidyfast::dt_pivot_longer-4,46478320
10,data.table,466,stats::reshape-0,390846360
10,data.table,466,nc::capture_melt_single-0,37513960
10,data.table,466,tidyr::pivot_longer-0,16131360
10,data.table,466,stats::reshape-4,448149600
10,data.table,466,reshape2::melt-0,18037000
10,data.table,466,tidyr::gather-4,69242480
10,data.table,466,cdata::unpivot_to_blocks-0,55857640
10,data.table,466,reshape2::melt-4,63631480
10,data.table,466,stats::reshape-0,393929240
10,data.table,466,tidyr::gather-4,72763360
10,data.table,466,nc::capture_melt_single-0,38353160
10,data.table,466,reshape2::melt-0,29651640
10,data.table,466,reshape2::melt-0,17756200
10,data.table,466,nc::capture_melt_single-0,37127520
10,data.table,466,cdata::unpivot_to_blocks-0,54461040
10,data.table,466,nc::capture_melt_single-0,37231320
10,data.table,466,reshape2::melt-4,63629560
10,data.table,466,tidyr::gather-0,24468360
10,data.table,466,tidyfast::dt_pivot_longer-0,1896680
10,data.table,466,utils::stack-4,68161000
10,data.table,466,tidyfast::dt_pivot_longer-4,47048000
10,data.table,466,cdata::unpivot_to_blocks-4,99376120
10,data.table,466,nc::capture_melt_single-4,37122400
10,data.table,466,tidyr::gather-0,24054840
10,data.table,466,utils::stack-0,10182920
10,data.table,466,stats::reshape-0,393948840
10,data.table,466,tidyr::gather-4,72120720
10,data.table,466,stats::reshape-0,412847240
10,data.table,466,utils::stack-0,10598800
10,data.table,466,data.table::melt-4,46045840
10,data.table,466,tidyr::pivot_longer-0,16216200
10,data.table,466,utils::stack-4,56981000
10,data.table,466,data.table::melt-0,1324400
10,data.table,466,reshape2::melt-0,17940040
10,data.table,466,tidyfast::dt_pivot_longer-4,46610480
10,data.table,466,tidyfast::dt_pivot_longer-0,1650360
10,data.table,466,tidyr::pivot_longer-4,17275320
10,data.table,466,tidyfast::dt_pivot_longer-4,47917200
10,data.table,466,tidyfast::dt_pivot_longer-0,1683520
10,data.table,466,tidyr::gather-0,24393440
10,data.table,466,stats::reshape-4,459133560
10,data.table,466,stats::reshape-0,386134080
10,data.table,466,cdata::unpivot_to_blocks-4,114602960
10,data.table,466,utils::stack-4,56928640
10,data.table,466,utils::stack-0,10084200
10,data.table,466,nc::capture_melt_single-4,36802520
10,data.table,466,tidyr::pivot_longer-0,15439920
10,data.table,466,reshape2::melt-4,63707560
10,data.table,466,data.table::melt-0,1339480
10,data.table,466,data.table::melt-0,1164160
10,data.table,466,stats::reshape-4,449115480
10,data.table,466,tidyr::gather-4,70227160
10,data.table,466,reshape2::melt-0,18704480
10,data.table,466,reshape2::melt-4,64188160
10,data.table,466,cdata::unpivot_to_blocks-0,55018560
10,data.table,466,reshape2::melt-0,18522560
10,data.table,466,nc::capture_melt_single-4,49866680
10,data.table,466,tidyr::pivot_longer-4,17513600
10,data.table,466,data.table::melt-4,46456080
10,data.table,466,tidyr::pivot_longer-4,17581480
10,data.table,466,reshape2::melt-4,63930320
10,data.table,466,utils::stack-4,56866760
10,data.table,466,tidyr::pivot_longer-4,17489120
10,data.table,466,stats::reshape-4,493751280
10,data.table,466,tidyfast::dt_pivot_longer-0,1667960
10,data.table,466,tidyr::pivot_longer-0,16580880
10,data.table,466,tidyr::pivot_longer-0,17047760
10,data.table,466,tidyfast::dt_pivot_longer-0,1925000
10,data.table,466,nc::capture_melt_single-0,38243360
10,data.table,466,nc::capture_melt_single-0,38079920
10,data.table,466,data.table::melt-0,1386000
10,data.table,466,nc::capture_melt_single-0,38562000
10,data.table,466,tidyr::pivot_longer-4,18047840
10,data.table,466,reshape2::melt-4,77929480
10,data.table,466,data.table::melt-4,46192440
10,data.table,466,tidyr::pivot_longer-0,16121800
10,data.table,466,data.table::melt-4,46671320
10,data.table,466,tidyr::gather-0,24014120
10,data.table,466,data.table::melt-0,1375800
31,data.table,1348,cdata::unpivot_to_blocks-4,267078440
31,data.table,1348,nc::capture_melt_single-4,99193080
31,data.table,1348,tidyr::pivot_longer-0,30093080
31,data.table,1348,utils::stack-0,38179400
31,data.table,1348,reshape2::melt-0,51410520
31,data.table,1348,nc::capture_melt_single-4,97396840
31,data.table,1348,reshape2::melt-4,197570240
31,data.table,1348,reshape2::melt-0,51725480
31,data.table,1348,tidyfast::dt_pivot_longer-4,134475160
31,data.table,1348,tidyfast::dt_pivot_longer-0,3985320
31,data.table,1348,tidyr::gather-4,196420360
31,data.table,1348,data.table::melt-0,3300840
31,data.table,1348,stats::reshape-4,1360841240
31,data.table,1348,stats::reshape-4,1315631640
31,data.table,1348,tidyr::gather-4,212558200
31,data.table,1348,tidyr::gather-4,198948080
31,data.table,1348,reshape2::melt-4,191434360
31,data.table,1348,nc::capture_melt_single-0,114408560
31,data.table,1348,utils::stack-0,26166560
31,data.table,1348,tidyr::gather-0,64947720
31,data.table,1348,data.table::melt-0,2995840
31,data.table,1348,utils::stack-0,39527160
31,data.table,1348,cdata::unpivot_to_blocks-4,268192760
31,data.table,1348,tidyr::gather-4,201530800
31,data.table,1348,nc::capture_melt_single-0,119936960
31,data.table,1348,tidyfast::dt_pivot_longer-0,3959360
31,data.table,1348,reshape2::melt-4,194684240
31,data.table,1348,cdata::unpivot_to_blocks-0,147300240
31,data.table,1348,tidyr::pivot_longer-0,28339760
31,data.table,1348,tidyr::pivot_longer-4,32434680
31,data.table,1348,stats::reshape-0,1210634480
31,data.table,1348,tidyfast::dt_pivot_longer-4,140643000
31,data.table,1348,reshape2::melt-0,53507120
31,data.table,1348,reshape2::melt-0,66997400
31,data.table,1348,tidyfast::dt_pivot_longer-0,3837320
31,data.table,1348,data.table::melt-0,2827000
31,data.table,1348,tidyr::gather-0,65381520
31,data.table,1348,nc::capture_melt_single-4,113316760
31,data.table,1348,data.table::melt-4,137880880
31,data.table,1348,tidyr::gather-0,64061760
31,data.table,1348,reshape2::melt-0,66482600
31,data.table,1348,data.table::melt-0,3140200
